optical_event_id,segment_id,run_id,event_type,involved_track_ids,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,competing_interpretations_json,observable_evidence,event_is_hard_label,manual_reference_used
TERGOE_705454FE6FE9A325125B,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,486,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.7108 to 13.7968 deg,False,False
TERGOE_2E87ECE4DD6CC9229EE6,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,486,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.9227 to 16.9289 deg,False,False
TERGOE_95DDDA29C63CFEE5A9C2,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,486,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_36FCFDA9253EA062E0C0,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,486,488,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_AF8FC68BADF6EFAB486E,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,486,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_417F27A844346BC30805,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,486,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_7296C2774AEE3B146E42,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,488,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_4A724FE5084B3CA52EEC,TERGS_60EB5053F2693E18D58B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,488,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 1 SAR frames,False,False
TERGOE_2A0DEFEFC9E4EA361CE7,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.6907 to 14.6907 deg,False,False
TERGOE_EAA3147344EF69EAF141,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.8228 to 17.8228 deg,False,False
TERGOE_8562DC6D7D6B7ED6C129,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.4216 to 0.4216 deg,False,False
TERGOE_5067D8C080942AC9202B,TERGS_60EB5053F2693E18D58B,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,488,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_88318E80FC8A2B27BE99,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON023;R02ZF_REUSED_R02ZF_PERSON024,488,488,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_FD3FF6387BE240E5B0A8,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_A654650739BFF032A1F0,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_82978CF2C734C2D37B2B,TERGS_60EB5053F2693E18D58B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,488,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_A70D8B13FAF0A0E72238,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_D5D2C92BB6C1DAB86D7E,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_96CF8020D5A19C924486,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,472,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 23 SAR frames,False,False
TERGOE_91DE0DE0486138C52B9F,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,472,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 23 SAR frames,False,False
TERGOE_238ED6C540624D8B77B8,TERGS_6436F78EE3B62E359C28,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.8594 to 0.6391 deg,False,False
TERGOE_C89144BCB44946758C63,TERGS_6436F78EE3B62E359C28,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,494,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_819F9F5814EC4F7070CE,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_3D7CABFB0C7938818685,TERGS_6436F78EE3B62E359C28,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_3ED8CD630E23E21BB8AA,TERGS_6C426359C612628C7A31,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_089FD4EEF0C571EFA9F6,TERGS_6C426359C612628C7A31,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,481,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 14 SAR frames,False,False
TERGOE_23EF41980254B21AC763,TERGS_6C426359C612628C7A31,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 14 SAR frames,False,False
TERGOE_E1C69D302A2B83029753,TERGS_6C426359C612628C7A31,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 11.2125 to 4.2977 deg,False,False
TERGOE_2C2A07F6F31C5EBA1E0F,TERGS_6C426359C612628C7A31,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_0BB8621BDD765243347E,TERGS_6C426359C612628C7A31,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_DCBC8335E950CD23FC09,TERGS_6C426359C612628C7A31,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_D69916E5761DC9CFDF1E,TERGS_8D6DB9A2F108568B32AA,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_43957BB17AA6DF7F0107,TERGS_8D6DB9A2F108568B32AA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_A0110C82FE46C6D3B695,TERGS_8D6DB9A2F108568B32AA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_B644FE84ED184B3675FC,TERGS_8D6DB9A2F108568B32AA,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.6907 to 11.0816 deg,False,False
TERGOE_CE4736807073C82CC1F6,TERGS_8D6DB9A2F108568B32AA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_D0A25FA62C25F9231139,TERGS_8D6DB9A2F108568B32AA,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_ABE2529D9DE694E29399,TERGS_8D6DB9A2F108568B32AA,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_5B9014175984B1CABF93,TERGS_A6E046163A60B75E621B,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_D443C22CD29589B687BD,TERGS_A6E046163A60B75E621B,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_4BBD2F66B107F917ECF7,TERGS_A6E046163A60B75E621B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,472,480,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 9 SAR frames,False,False
TERGOE_022470FC2FCE6C37C4EF,TERGS_A6E046163A60B75E621B,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,472,480,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 9 SAR frames,False,False
TERGOE_9D661C1D33119C0F5EC0,TERGS_A6E046163A60B75E621B,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,480,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.8594 to 0.7218 deg,False,False
TERGOE_82F10F3D61747535B3A2,TERGS_A6E046163A60B75E621B,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,480,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_0E030D43D0F97636BB1B,TERGS_A923293CFBC550AE18D7,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_38928D0E1D8EAF73E13C,TERGS_A923293CFBC550AE18D7,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_6B1F2469964A5464161C,TERGS_A923293CFBC550AE18D7,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_A112D68E361600DA05FC,TERGS_A923293CFBC550AE18D7,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.8228 to 14.2125 deg,False,False
TERGOE_DC8BC2C40198917C3CA8,TERGS_A923293CFBC550AE18D7,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_281E711D5A1B33E40255,TERGS_A923293CFBC550AE18D7,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_64780DB5C258229EE15C,TERGS_A923293CFBC550AE18D7,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_9017D32BC7EB5411D4E8,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_C47D73CBAAA11BB6C34C,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_F716901E24F6E31E6575,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_14DB1600F0ACBB51FAFD,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,490,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_F815E8F482A7B5CE1E89,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 6.1768 to 4.2977 deg,False,False
TERGOE_99EFFF11004B4524A582,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 13.5436 to 11.0816 deg,False,False
TERGOE_9E029260611DE8857CD5,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 9.3454 to 7.4286 deg,False,False
TERGOE_546E99E77EEAF8756637,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 16.7123 to 14.2125 deg,False,False
TERGOE_8686ED10914240B6A3C2,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.3720 to 0.3547 deg,False,False
TERGOE_A8B2663143A6B17DE5A6,TERGS_CAAB4EA22C44536DF2CC,R02ZF,PAIR_GAP_SEPARATION_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,490,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.6136 to 0.6391 deg,False,False
TERGOE_1FFF025241182956EF2A,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,490,494,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_C4E1AFDFCB0AE4F9D88C,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_3C7324175F83BF74A8C3,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_90E08AED977123C5E8FC,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_0AB85D061F748C5E203D,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_0E8065437F9D23136C1C,TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,490,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_AFE2546E3A36C82E4646,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_05673A28ABC9CEE52F61,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_CF3681324FFE248268E6,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_523BF5EB557021A739B4,TERGS_CAAB4EA22C44536DF2CC,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_398465D2CC0ED0BAEA68,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,480,487,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_3309CE72901B88EF2644,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,480,487,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 8 SAR frames,False,False
TERGOE_31B297F1292607FD5556,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,480,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.7218 to 0.6487 deg,False,False
TERGOE_A1EEC028254D0C5908E2,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,480,487,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_914BBE48E9CBFE9F399F,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_D594B5E5DB0B0F6E5E3C,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,487,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
